"parentId","financeInfos","financeInfos / id","financeInfos / title","financeInfos / tel","financeInfos / addr","financeInfos / distance","financeInfos / fax","financeInfos / url","financeInfos / lon","financeInfos / lat","financeInfos / idNumber","financeInfos / picUrl"
"1003008202",,"1003008997","臺灣銀行群賢分行","02-23411001","台北市中正區中山南路一號一樓及地下一樓","0.3517530794964405",,"http://www.bot.com.tw","121.5195","25.043894","0041621","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008","臺灣銀行","02-23493456","台北市中正區重慶南路一段120號","0.5261522262914021",,"http://www.bot.com.tw","121.51291","25.04147","004","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008877","臺灣銀行營業部","02-23493456","台北市中正區重慶南路一段120號","0.5261522262914021",,"http://www.bot.com.tw","121.51291","25.04147","0040037","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008879","臺灣銀行館前分行","02-23812949","台北市中正區館前路49號1、2樓","0.5312926200890447",,"http://www.bot.com.tw","121.51516","25.04496","0040071","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081009","臺灣銀行東門簡易型分行","02-23943168","台北市大安區仁愛路一段42號一樓","0.659072443630211",,"http://www.bot.com.tw","121.52382","25.038136","0041942","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008940","臺灣銀行國際金融業務分行","02-23493456","台北市中正區博愛路162號一樓","0.687290354425222",,"http://www.bot.com.tw","121.511314","25.041569","0040691","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008917","臺灣銀行城中分行","02-23218934","台北市中正區青島東路47號一、二樓、部分三樓及地下一樓","0.8045913678433398",,"http://www.bot.com.tw","121.52575","25.043053","0040451","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008880","臺灣銀行信託部","02-23493456","台北市中正區武昌街一段49號","0.8127129547151355",,"http://www.bot.com.tw","121.5109","25.044283","0040082","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"10030081025","臺灣銀行武昌分行","02-23493456","台北市中正區武昌街1段49號","0.8127129547151355",,"http://www.bot.com.tw","121.5109","25.044283","0042363","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008878","臺灣銀行公庫部","02-23615421","台北市中正區貴陽街一段120號","0.9998214059967141",,"http://www.bot.com.tw","121.50843","25.03902","0040059","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
"1003008202",,"1003008926","臺灣銀行信義分行","02-23515486","台北市大安區信義路二段88號一至三樓及地下一樓","1.177193191604908",,"http://www.bot.com.tw","121.52681","25.03396","0040543","http://163.29.133.20:8080/FscWs/images/1_ICON.png"
